"UniqueName","LocalizedNames_EN-US","LocalizedNames_ES-ES","LocalizedDescriptions_EN-US","LocalizedDescriptions_ES-ES"
"T1_KILL_EMOTE_TOMBSTONE_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Tombstone' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""lápida"" en esta cuenta."
"T1_KILL_EMOTE_FLAG_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Guild Banner' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""estandarte de gremio"" en esta cuenta."
"T1_KILL_EMOTE_GHOST_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Ghost' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""fantasma"" en esta cuenta."
"T1_KILL_EMOTE_OVERGROWN_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Overgrown' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""Cubierto de vegetación"" en esta cuenta."
"T1_KILL_EMOTE_HELLGATE_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Hellgate' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""Hellgate"" en esta cuenta."
"T1_KILL_EMOTE_SWORD_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Sword' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""espada"" en esta cuenta."
"T1_KILL_EMOTE_HAMMER_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Hammer' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""martillo"" en esta cuenta."
"T1_KILL_EMOTE_FLAG_MOBILE_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Mobile Banner' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""estandarte de móvil"" en esta cuenta."
"T1_KILL_EMOTE_FLAG_DESKTOP_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Desktop Banner' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""estandarte de PC"" en esta cuenta."
"T1_KILL_EMOTE_FLAG_CONTROLLER_CHARGES_TRADABLE","","","Consuming this item grants one charge of the Victory Emote 'Controller Banner' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""estandarte de controles"" en esta cuenta."
"T4_DEBUG_HEAD_HIDDEN","","","Equipment Item","Objeto de equipo"
"T4_DEBUG_ARMOR_HIDDEN","","","Equipment Item","Objeto de equipo"
"T4_DEBUG_CAPE_HIDDEN","","","Equipment Item","Objeto de equipo"
"T4_DEBUG_SHOES_HIDDEN","","","Equipment Item","Objeto de equipo"
"T4_DEBUG_MAINHAND_HIDDEN","","","Equipment Item","Objeto de equipo"
"T4_DEBUG_OFFHAND_HIDDEN","","","Equipment Item","Objeto de equipo"
"T4_SIEGE_BANNER","Adept's Siege Banner","Estandarte de asedio del iniciado","Use this to weaken enemy territories, making them vulnerable to attack. It is required for raiding or conquering territories.","Utilízalo para debilitar los territorios enemigos, de modo que sean vulnerables a los ataques. Es necesario para realizar asaltos o conquistar territorios."
"T5_SIEGE_BANNER","Expert's Siege Banner","Estandarte de asedio del experto","Use this to weaken enemy territories, making them vulnerable to attack. It is required for raiding or conquering territories.","Utilízalo para debilitar los territorios enemigos, de modo que sean vulnerables a los ataques. Es necesario para realizar asaltos o conquistar territorios."
"T6_SIEGE_BANNER","Master's Siege Banner","Estandarte de asedio del maestro","Use this to weaken enemy territories, making them vulnerable to attack. It is required for raiding or conquering territories.","Utilízalo para debilitar los territorios enemigos, de modo que sean vulnerables a los ataques. Es necesario para realizar asaltos o conquistar territorios."
"T7_SIEGE_BANNER","Grandmaster's Siege Banner","Estandarte de asedio del gran maestro","Use this to weaken enemy territories, making them vulnerable to attack. It is required for raiding or conquering territories.","Utilízalo para debilitar los territorios enemigos, de modo que sean vulnerables a los ataques. Es necesario para realizar asaltos o conquistar territorios."
"T8_SIEGE_BANNER","Elder's Siege Banner","Estandarte de asedio del anciano","Use this to weaken enemy territories, making them vulnerable to attack. It is required for raiding or conquering territories.","Utilízalo para debilitar los territorios enemigos, de modo que sean vulnerables a los ataques. Es necesario para realizar asaltos o conquistar territorios."
"UNIQUE_FURNITUREITEM_KILLTROPHY_SKULL","","","Decorative item for your Island or Hideout.","Objeto decorativo para tu isla o escondite."
"T2_JOURNAL_WOOD_EMPTY","Novice Lumberjack's Journal (Empty)","Diario del leñador novato (vacío)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede rellenar al recoger madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T2_JOURNAL_WOOD_FULL","Novice Lumberjack's Journal (Full)","Diario del leñador novato (lleno)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede rellenar al recoger madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T3_JOURNAL_WOOD_EMPTY","Journeyman Lumberjack's Journal (Empty)","Diario del leñador obrero (vacío)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recoger madera de su nivel o de hasta dos niveles superiores y regresado al trabajador para que inicie un trabajo."
"T3_JOURNAL_WOOD_FULL","Journeyman Lumberjack's Journal (Full)","Diario del leñador obrero (lleno)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recoger madera de su nivel o de hasta dos niveles superiores y regresado al trabajador para que inicie un trabajo."
"T4_JOURNAL_WOOD_EMPTY","Adept Lumberjack's Journal (Empty)","Diario del leñador iniciado (vacío)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T4_JOURNAL_WOOD_FULL","Adept Lumberjack's Journal (Full)","Diario del leñador iniciado (lleno)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T5_JOURNAL_WOOD_EMPTY","Expert Lumberjack's Journal (Empty)","Diario del leñador experto (vacío)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un Trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T5_JOURNAL_WOOD_FULL","Expert Lumberjack's Journal (Full)","Diario del leñador experto (lleno)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T6_JOURNAL_WOOD_EMPTY","Master Lumberjack's Journal (Empty)","Diario del leñador maestro (vacío)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T6_JOURNAL_WOOD_FULL","Master Lumberjack's Journal (Full)","Diario del leñador maestro (lleno)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T7_JOURNAL_WOOD_EMPTY","Grandmaster Lumberjack's Journal (Empty)","Diario del leñador gran maestro (vacío)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T7_JOURNAL_WOOD_FULL","Grandmaster Lumberjack's Journal (Full)","Diario del leñador gran maestro (lleno)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T8_JOURNAL_WOOD_EMPTY","Elder Lumberjack's Journal (Empty)","Diario del leñador anciano (vacío)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T8_JOURNAL_WOOD_FULL","Elder Lumberjack's Journal (Full)","Diario del leñador anciano (lleno)","Acquired from a Laborer. Can be filled by harvesting Wood of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar madera de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T2_JOURNAL_STONE_EMPTY","Novice Stonecutter's Journal (Empty)","Diario del cantero novato (vacío)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede rellenar al recoger piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T2_JOURNAL_STONE_FULL","Novice Stonecutter's Journal (Full)","Diario del cantero novato (lleno)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede rellenar al recoger piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T3_JOURNAL_STONE_EMPTY","Journeyman Stonecutter's Journal (Empty)","Diario del cantero obrero (vacío)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede rellenar al recoger piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T3_JOURNAL_STONE_FULL","Journeyman Stonecutter's Journal (Full)","Diario del cantero obrero (lleno)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T4_JOURNAL_STONE_EMPTY","Adept Stonecutter's Journal (Empty)","Diario del cantero iniciado (vacío)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un Trabajador. Se puede rellenar recogiendo piedra de su nivel o hasta dos niveles superiores y devuelto al Trabajador para que inicie un trabajo."
"T4_JOURNAL_STONE_FULL","Adept Stonecutter's Journal (Full)","Diario del cantero iniciado (lleno)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un Trabajador. Se puede rellenar recogiendo piedra de su nivel o hasta dos niveles superiores y devuelto al Trabajador para que inicie un trabajo."
"T5_JOURNAL_STONE_EMPTY","Expert Stonecutter's Journal (Empty)","Diario del cantero experto (vacío)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T5_JOURNAL_STONE_FULL","Expert Stonecutter's Journal (Full)","Diario del cantero experto (lleno)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T6_JOURNAL_STONE_EMPTY","Master Stonecutter's Journal (Empty)","Diario del cantero maestro (vacío)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar piedra de su nivel o hasta dos niveles superiores y devuelto al Trabajador para que inicie un trabajo."
"T6_JOURNAL_STONE_FULL","Master Stonecutter's Journal (Full)","Diario del cantero maestro (lleno)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar piedra de su nivel o hasta dos niveles superiores y devuelto al Trabajador para que inicie un trabajo."
"T7_JOURNAL_STONE_EMPTY","Grandmaster Stonecutter's Journal (Empty)","Diario del cantero gran maestro (vacío)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T7_JOURNAL_STONE_FULL","Grandmaster Stonecutter's Journal (Full)","Diario del cantero gran maestro (lleno)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T8_JOURNAL_STONE_EMPTY","Elder Stonecutter's Journal (Empty)","Diario del cantero anciano (vacío)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T8_JOURNAL_STONE_FULL","Elder Stonecutter's Journal (Full)","Diario del cantero anciano (lleno)","Acquired from a Laborer. Can be filled by harvesting Stone of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar piedra de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T2_JOURNAL_ORE_EMPTY","Novice Prospector's Journal (Empty)","Diario del prospector novato (vacío)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede rellenar al recoger mineral de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T2_JOURNAL_ORE_FULL","Novice Prospector's Journal (Full)","Diario del prospector novato (lleno)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede rellenar al recoger mineral de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T3_JOURNAL_ORE_EMPTY","Journeyman Prospector's Journal (Empty)","Diario del prospector obrero (vacío)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede rellenar al recoger mineral de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T3_JOURNAL_ORE_FULL","Journeyman Prospector's Journal (Full)","Diario del prospector obrero (lleno)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede rellenar al recoger mineral de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T4_JOURNAL_ORE_EMPTY","Adept Prospector's Journal (Empty)","Diario del prospector iniciado (vacío)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un Trabajador. Se puede rellenar recogiendo mineral de su nivel o hasta dos niveles superiores y devuelto al Trabajador para que inicie un trabajo."
"T4_JOURNAL_ORE_FULL","Adept Prospector's Journal (Full)","Diario del prospector iniciado (lleno)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un Trabajador. Se puede rellenar recogiendo mineral de su nivel o hasta dos niveles superiores y devuelto al Trabajador para que inicie un trabajo."
"T5_JOURNAL_ORE_EMPTY","Expert Prospector's Journal (Empty)","Diario del prospector experto (vacío)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar mineral de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T5_JOURNAL_ORE_FULL","Expert Prospector's Journal (Full)","Diario del prospector experto (lleno)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar mineral de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T6_JOURNAL_ORE_EMPTY","Master Prospector's Journal (Empty)","Diario del prospector maestro (vacío)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar mineral de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
"T6_JOURNAL_ORE_FULL","Master Prospector's Journal (Full)","Diario del prospector maestro (lleno)","Acquired from a Laborer. Can be filled by harvesting Ore of its tier or up to two tiers higher, and then returned to the Laborer to start them on a job.","Adquirido de un trabajador. Se puede llenar al recolectar mineral de su nivel o hasta dos niveles superiores y devuelto al trabajador para que inicie un trabajo."
